缂栧彿,鍙戠敓鏃堕棿,鍖哄煙,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,鏈€澶у皬鏃堕洦寮?mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
1491,2020/9/24,未央区六村堡,600,19.3,452,53,26,1,29.3,1,0,1,1,0,0
1493,2017/9/17,灞桥区洪庆,727,21.6,326,58,36,1,18.5,1,0,1,1,0,0
1494,2014/2/23,灞桥区白鹿塬,544,28,231,30,27,0.9,38.8,1,1,1,0,0,0
1497,2018/7/21,雁塔区电子城,909,20.7,213,30,23,0.8,27.7,0,0,0,0,0,0
1498,2018/9/30,灞桥区席王,475,23.6,379,44,6,0.8,21.8,1,1,1,0,0,1
1499,2014/8/23,长安区太乙宫,1765,36.7,120,48,40,1,21.1,2,0,0,0,0,0
1500,2020/7/21,鄠邑区涝峪,803,29.3,427,56,2,1,13.4,0,1,1,1,0,0
1501,2018/6/6,周至县厚畛子,2170,45.6,152,77,31,0.9,28.7,3,0,0,0,0,0
1504,2020/10/4,临潼区代王,502,50,1500,30,5,0.8,9.8,1,1,0,0,0,0
1506,2017/10/24,灞桥区狄寨,521,20.2,80,61,21,1,18.9,1,0,1,0,0,0
1508,2014/5/20,长安区太乙宫,890,44.7,543,42,18,0.6,16.7,0,1,1,1,0,1
1509,2015/8/28,灞桥区席王,852,24.8,266,50,16,1,44.6,1,0,1,0,0,0
1511,2021/9/8,长安区沣峪,1355,29.3,47,78,32,0.7,8,0,1,0,1,0,0
1512,2017/8/17,长安区子午峪,1462,35.4,769,75,37,1,26.9,0,0,0,0,0,0
1515,2019/8/9,长安区子午峪,1418,43.9,202,63,30,1.2,32.8,0,1,1,1,0,0
1517,2018/3/11,鄠邑区玉蝉,1168,44.8,283,72,8,1.1,25.3,0,0,0,0,0,0
1519,2017/8/19,灞桥区狄寨,799,23.2,437,30,31,0.6,11.7,1,1,1,0,0,0
1520,2012/8/31,临潼区骊山,660,38.5,22,44,7,1,24.5,0,1,0,0,0,0
1521,2014/7/7,临潼区代王,402,38.9,538,56,23,0.9,34.3,2,1,0,1,0,0
1522,2013/9/28,阎良区新兴,673,30.5,97,30,21,0.9,29.4,4,1,1,1,0,0
1524,2010/7/22,临潼区斜口,992,43.9,468,30,28,1,26.4,0,1,1,0,0,0
1525,2020/3/10,周至县厚畛子,1951,27.4,446,40,24,1.1,18.6,5,1,1,1,0,0
1526,2013/5/8,长安区子午峪,2353,27.9,662,88,0,0.8,12.8,0,0,0,0,0,0
1527,2017/12/22,长安区引镇,1732,30.4,12,68,23,0.8,23.5,3,0,0,0,0,0
1528,2018/7/26,长安区小峪,1184,31.5,687,40,5,0.6,14.6,0,0,1,1,0,0
1529,2010/10/9,未央区未央宫,430,15.4,332,66,32,1.2,16,1,1,0,0,0,0
1531,2022/10/20,长安区子午峪,1501,41.8,18,90,35,0.8,25.3,0,0,1,1,0,0
1532,2010/7/6,长安区太乙宫,2307,34.6,111,66,2,1.2,15.4,3,1,0,0,0,0
1533,2022/10/18,蓝田县九间房,1399,24,58,69,23,0.9,5,0,0,1,0,0,0
1534,2021/7/2,鄠邑区涝峪,2054,38.2,517,69,38,0.8,28.2,5,1,1,1,0,0
1535,2023/8/22,长安区子午峪,1549,40.7,351,92,23,0.7,23.3,2,0,1,0,0,0
1537,2021/8/18,蓝田县汤峪,1254,36.9,563,47,11,1,36.5,2,1,1,0,0,0
1539,2011/9/10,未央区谭家,358,24.4,582,45,33,0.8,21.2,1,1,1,1,0,0
1540,2021/10/20,高陵区鹿苑,659,24,365,30,30,1.2,17.5,1,0,1,0,0,1
1542,2014/9/20,临潼区骊山,633,24.9,20,34,13,1.2,32.7,0,1,1,1,0,0
1546,2022/7/21,周至县马召,2229,35.1,2,40,19,0.6,18.9,5,1,1,0,0,0
1547,2012/9/10,蓝田县汤峪,2235,30.8,298,94,35,1.1,24.6,3,0,1,0,0,0
1549,2012/9/26,周至县王家河,925,31.2,773,40,25,0.8,25.3,4,1,1,0,0,0
1550,2014/7/13,蓝田县汤峪,2243,37.6,331,51,37,1.1,12.8,3,0,0,0,0,0
1551,2015/8/20,阎良区关山,952,19.4,9,37,19,0.8,12.5,4,0,1,1,0,0
1554,2019/8/25,周至县马召,847,39.8,40,94,40,0.9,12.4,0,1,1,1,0,0
1556,2013/7/19,鄠邑区甘河,2128,31.9,471,79,26,1,26.2,5,0,0,0,0,0
1557,2021/8/13,灞桥区白鹿塬,819,14.3,188,30,21,1.1,11.7,1,0,0,0,0,0
1558,2014/2/6,周至县厚畛子,1458,21.2,345,92,3,1.1,64.6,5,1,0,0,0,0
1559,2013/6/23,长安区小峪,925,34.3,431,40,7,1,21.5,0,1,0,0,0,0
1562,2016/9/23,鄠邑区甘河,2315,20,544,74,6,0.7,18.4,0,0,0,0,0,0
1565,2014/5/16,长安区沣峪,1688,30.5,1426,44,0,0.7,21.1,2,1,0,0,0,0
1566,2015/7/27,鄠邑区涝峪,859,30.7,126,72,6,0.7,37.3,0,1,0,0,0,0
1568,2011/7/13,未央区谭家,633,28.3,4,36,13,1.1,17.5,1,1,1,1,0,0
1569,2012/6/7,长安区蒿沟,2086,44.1,872,83,10,1.1,11.9,3,0,1,0,0,0
1571,2017/7/2,鄠邑区祖庵,1082,36,339,74,2,0.9,24.5,3,1,0,0,0,1
1572,2016/5/23,鄠邑区甘河,1064,40.5,360,90,3,0.6,30.8,0,0,0,0,0,0
1573,2021/4/27,蓝田县九间房,1055,43.4,85,40,21,0.7,16.1,3,0,1,0,0,0
1574,2016/8/14,鄠邑区蒋村,1632,31.5,16,82,26,0.7,19.5,0,0,0,0,0,0
1576,2023/9/17,未央区未央宫,678,22.8,213,80,6,0.8,50,1,1,1,1,0,1
1579,2022/9/23,鄠邑区玉蝉,1895,34.6,53,40,23,1,46,0,1,1,0,0,0
1580,2018/7/6,鄠邑区祖庵,1632,35.8,13,52,38,0.9,33.3,5,1,0,1,0,0
1581,2016/9/23,鄠邑区蒋村,2200,44.9,370,57,26,0.6,21,5,1,0,1,0,0
1584,2013/9/11,周至县厚畛子,2073,41.4,121,40,29,1.2,24.5,4,0,1,0,0,0
1587,2012/9/5,蓝田县九间房,1491,50,177,90,39,1,24.7,3,1,0,1,0,0
1589,2011/7/7,长安区小峪,1743,40.8,138,94,38,0.9,5,2,1,0,0,0,0
1590,2010/12/18,周至县马召,1203,25.2,80,95,12,0.7,24,4,0,1,0,0,0
1591,2023/10/11,长安区引镇,2095,36.3,420,95,19,0.6,58,0,0,0,0,0,0
1593,2011/5/6,周至县马召,1143,36,109,92,16,0.7,22.1,5,1,1,1,0,0
1596,2020/8/16,周至县板房子,1537,42.2,47,84,20,0.9,6.2,5,0,1,0,0,0
1597,2012/8/10,未央区六村堡,347,21.8,517,33,22,0.7,11.3,1,0,0,0,0,0
1602,2013/1/28,长安区引镇,1814,26.7,183,84,11,0.8,34.7,2,1,1,1,0,0
1603,2014/10/20,阎良区新兴,502,11.3,16,36,36,0.6,20,4,1,0,1,0,0
1604,2012/7/5,鄠邑区玉蝉,1467,23.1,53,95,36,0.6,18.8,5,0,1,0,0,0
1606,2023/7/21,周至县马召,2017,27,139,84,6,1.1,9.2,4,0,0,0,0,0
1608,2010/2/22,鄠邑区涝峪,880,41.2,313,89,16,0.9,18.9,5,1,1,1,0,1
1610,2013/7/2,鄠邑区蒋村,1301,31.1,1262,59,32,0.7,25,4,1,0,0,0,0
1612,2013/6/13,蓝田县汤峪,1960,36.5,383,40,6,1.1,25,3,1,0,0,0,0
1613,2013/9/16,蓝田县葛牌,1114,20,51,92,13,0.8,40,5,0,1,1,0,0
1614,2020/9/5,临潼区零口,483,36.8,266,59,31,0.8,17.6,2,1,1,0,0,0
1618,2011/5/7,长安区蒿沟,1590,29.5,989,62,33,0.6,23.5,3,0,0,0,0,0
1619,2010/5/13,蓝田县汤峪,1695,31.8,615,61,1,1,22.4,0,0,0,0,0,0
1620,2013/8/4,蓝田县玉川,2446,35.7,516,72,25,0.6,19.2,3,1,1,0,0,0
1621,2020/8/20,高陵区鹿苑,974,15.2,519,80,5,0.7,20,1,0,0,0,0,1
1623,2013/4/21,阎良区武屯,718,15.5,293,41,28,0.6,16,4,0,0,0,0,0
1624,2019/10/13,长安区小峪,2211,39.1,175,80,32,1.1,12.9,3,0,0,0,0,0
1625,2020/8/6,蓝田县蓝关,1947,32.6,345,95,2,1,19.5,2,1,1,1,0,0
1627,2016/6/29,蓝田县九间房,1671,34.3,100,48,34,0.6,32.5,0,1,1,1,0,0
1629,2023/10/20,蓝田县蓝关,2252,38.6,1500,83,40,0.9,15,0,0,0,0,0,0
1633,2011/8/14,长安区引镇,1276,43.7,210,81,9,0.7,6.9,0,0,1,0,0,0
1635,2014/10/8,周至县马召,1015,29.5,450,69,10,1.2,22.2,5,0,1,0,0,0
1636,2014/6/15,周至县板房子,1374,31.5,101,84,10,1.1,22.5,3,0,1,1,0,0
1637,2017/5/4,长安区子午峪,886,42.7,1500,65,21,1.2,14.3,3,1,1,1,0,0
1638,2012/5/2,鄠邑区蒋村,1071,24.2,63,75,2,0.6,36.7,4,0,0,0,0,0
1639,2023/8/31,灞桥区席王,536,13.1,182,30,12,1,25.3,1,1,1,1,0,1
1642,2010/5/27,阎良区关山,870,26.9,226,53,15,0.9,12.7,2,0,0,0,0,0
1643,2012/10/23,鄠邑区祖庵,2451,29.6,160,45,3,0.7,43.3,5,0,1,0,0,0
1644,2014/8/28,长安区蒿沟,2018,44.3,316,90,18,1,32.4,3,0,0,0,0,0
1645,2014/12/31,临潼区零口,629,28.9,4,71,3,0.6,40,0,0,1,0,0,0
1647,2021/10/5,周至县板房子,2013,35.5,222,95,0,1.1,35.2,5,0,1,1,0,0
1649,2022/8/5,周至县厚畛子,1073,29.3,595,76,28,1.1,23.5,4,0,0,0,0,0
1652,2010/10/31,蓝田县葛牌,1056,27.6,1258,42,18,1.1,32.6,3,1,0,1,0,0
1653,2018/5/14,鄠邑区涝峪,1476,27.2,173,77,7,1,26.1,5,0,0,0,0,1
1654,2023/8/18,雁塔区电子城,767,26,175,30,7,0.9,16.7,1,0,0,0,0,0
1655,2015/7/17,鄠邑区甘河,1685,34,525,93,13,0.7,27.6,4,0,1,1,0,0
1656,2015/10/30,长安区引镇,2050,45.4,95,58,16,0.9,51.3,3,1,1,1,0,0
1661,2011/8/29,长安区子午峪,903,20,301,86,22,0.7,9.8,2,0,1,0,0,0
1663,2010/7/30,长安区小峪,945,35.6,338,67,13,1.1,40,2,1,0,1,0,0
1666,2016/7/2,周至县板房子,1678,45,115,53,2,1.1,13,5,0,1,1,0,0
1667,2021/11/2,长安区子午峪,1357,32.2,277,74,20,0.9,20,3,0,0,0,0,0
1668,2011/8/18,鄠邑区甘河,2060,29.7,59,40,11,0.7,7.5,0,0,0,0,0,0
1669,2011/7/31,雁塔区杜城,740,20.4,56,30,0,0.7,13.5,0,0,1,1,0,0
1670,2013/8/18,长安区太乙宫,1055,37,163,94,19,1.2,12.9,3,0,1,0,0,0
1671,2015/5/1,长安区沣峪,1110,45.4,260,40,30,0.7,33,2,1,1,0,0,0
1673,2013/7/4,灞桥区洪庆,952,26.4,4,47,24,0.6,5.8,1,0,1,0,0,0
1675,2016/9/2,临潼区代王,669,30.4,59,36,30,0.7,26.4,1,1,0,0,0,0
1676,2018/11/2,周至县马召,2039,41.8,5,82,29,1,11.6,5,0,1,0,0,0
1677,2010/8/28,长安区蒿沟,2220,35,116,95,24,0.9,33.3,3,1,0,1,0,0
1679,2019/11/28,未央区六村堡,543,15,533,49,3,0.7,23.8,1,1,0,0,0,0
1680,2023/9/30,周至县厚畛子,1500,25.1,382,88,35,0.8,21.1,4,0,0,0,0,0
1681,2018/6/9,鄠邑区涝峪,1849,32.8,226,59,6,1,17,4,1,0,1,0,0
1683,2018/8/4,灞桥区席王,394,20.9,213,30,40,1.2,47.1,1,0,1,0,0,0
1684,2022/9/25,鄠邑区甘河,1919,28.5,129,40,15,1,6.7,4,0,1,1,0,0
1687,2015/10/20,灞桥区洪庆,561,17.3,91,34,15,0.6,18.8,1,0,0,0,0,0
1689,2010/8/15,临潼区零口,740,35.2,105,30,27,1,9.2,0,0,1,1,0,0
1690,2012/8/23,蓝田县蓝关,2489,27.8,555,82,7,1.1,25.3,2,1,0,1,0,0
1691,2017/10/10,长安区引镇,1373,36.8,475,40,32,0.6,17.5,2,0,1,0,0,0
1695,2010/9/10,鄠邑区蒋村,978,27.3,156,86,15,1.2,8.2,4,0,0,0,0,1
1696,2014/4/25,灞桥区狄寨,989,17.2,228,40,33,1.2,16.9,1,1,0,1,0,0
1697,2010/8/28,灞桥区狄寨,413,10,429,35,26,1.2,20.7,1,0,1,0,0,0
1699,2015/8/31,鄠邑区甘河,2195,26.2,138,95,37,0.7,18.9,0,0,0,0,0,0
1700,2022/9/13,鄠邑区涝峪,1574,33.4,48,65,4,1.2,13.7,0,0,0,0,0,0
1701,2012/8/27,灞桥区白鹿塬,342,25.8,213,30,0,0.9,15.2,1,0,0,0,0,0
1705,2010/10/6,阎良区关山,601,20.4,378,76,22,1.1,12.4,2,1,1,1,0,0
1706,2023/10/6,周至县广济,2119,32.6,90,60,15,1,27.6,3,1,1,1,0,0
1708,2014/7/15,周至县板房子,893,27.5,371,94,22,0.7,10.6,5,0,0,0,0,0
1709,2011/10/24,临潼区零口,825,21.9,52,30,0,0.9,16,2,1,1,1,0,0
1712,2017/7/5,未央区六村堡,354,20.8,6,59,7,1.1,6.5,1,0,1,0,0,1
1714,2014/9/8,长安区蒿沟,1132,41.7,470,40,3,0.9,22.7,3,0,1,0,0,0
1715,2016/12/12,周至县厚畛子,2428,26.7,67,51,36,1,30,3,0,0,0,0,0
1716,2013/9/21,长安区子午峪,1639,50,979,52,29,1.2,14.8,2,0,0,0,0,0
1717,2023/9/9,蓝田县九间房,1092,30.4,289,95,29,0.6,11.6,0,0,0,0,0,0
1720,2017/8/12,长安区引镇,2170,42.4,791,40,10,0.7,51.4,2,1,0,0,0,0
1724,2018/6/20,鄠邑区蒋村,875,36.4,27,67,2,1.1,20,5,1,1,1,0,0
1725,2016/9/25,长安区子午峪,1599,34.9,31,40,27,1.1,42.4,3,1,1,1,0,0
1726,2023/7/27,周至县马召,817,23.7,108,90,8,1,21,5,1,1,1,0,0
1727,2014/6/9,鄠邑区蒋村,2169,39.8,93,70,14,0.7,29.6,5,0,0,0,0,0
1728,2023/9/7,临潼区代王,670,30.8,207,37,23,0.6,17.4,1,1,1,1,0,0
1729,2012/5/25,蓝田县葛牌,1644,31.4,812,69,34,0.8,5.2,5,0,0,0,0,0
1731,2019/8/26,蓝田县九间房,2154,40.2,454,56,9,0.8,26.7,3,1,0,0,0,0
1734,2015/7/9,阎良区新兴,910,23.5,113,46,6,0.7,20,4,0,1,0,0,0
1740,2011/7/5,长安区太乙宫,1972,35.2,733,72,17,0.8,48,2,1,1,0,0,0
1741,2022/10/8,蓝田县葛牌,1370,20.3,1079,60,24,0.6,14.3,0,0,0,0,0,0
1742,2017/10/17,灞桥区洪庆,689,24,141,44,29,1.1,25.5,1,0,1,1,0,0
1743,2019/5/26,长安区沣峪,1587,23.5,107,45,4,1.1,21.1,2,1,0,0,0,0
1745,2015/9/14,蓝田县玉川,2263,36.4,28,50,31,0.8,16.3,3,1,1,0,0,0
1746,2011/9/1,灞桥区白鹿塬,482,15.3,653,58,34,0.9,14.8,1,0,0,0,0,1
1747,2013/9/29,灞桥区白鹿塬,659,21.5,241,60,26,1.2,25.5,1,1,0,0,0,0
1748,2014/6/22,灞桥区白鹿塬,662,11.5,830,30,28,0.9,10.4,1,0,1,0,0,0
1749,2011/9/12,灞桥区白鹿塬,908,14.6,776,58,34,1,27.4,1,0,0,0,0,1
1750,2018/10/2,灞桥区席王,593,23.7,431,43,15,0.9,16.7,1,1,0,0,0,0
1751,2015/11/5,临潼区骊山,509,28.7,277,60,17,1.1,18.7,0,0,0,0,0,0
1752,2021/4/15,临潼区斜口,583,43.7,76,54,20,0.8,12.7,0,0,1,1,0,0
1755,2011/7/31,长安区蒿沟,1712,35.4,191,70,39,0.6,15.4,2,0,0,0,0,1
1756,2021/8/11,长安区子午峪,1073,43.2,61,95,40,0.7,5.6,2,1,0,0,0,1
1759,2018/9/3,长安区沣峪,1929,42.4,33,95,39,1.2,15.1,0,1,0,1,0,0
1760,2019/11/15,蓝田县九间房,1879,35.3,26,63,1,1.1,31.3,2,1,1,1,0,0
1762,2018/7/17,周至县王家河,913,40.7,737,73,26,1,27.6,4,1,0,0,0,0
1765,2019/5/29,长安区太乙宫,2179,38.1,110,50,19,0.6,9,2,0,1,1,0,0
1766,2014/9/30,阎良区新兴,627,19.7,179,30,35,1.2,27.8,1,0,1,0,0,0
1767,2014/8/8,雁塔区曲江,980,27,172,79,15,1.1,7.2,0,0,0,0,0,0
1768,2013/8/9,周至县厚畛子,1645,28.7,241,40,26,1,52,4,1,1,1,0,0
1769,2013/5/17,长安区蒿沟,2133,20.1,296,94,39,1,18.8,2,1,0,0,0,1
1770,2016/7/23,未央区谭家,508,10,272,48,25,0.8,20,1,0,1,1,0,0
1771,2014/8/9,鄠邑区涝峪,1819,34.8,87,95,6,0.9,37.4,0,1,0,0,0,1
1772,2023/10/4,未央区六村堡,661,24.2,163,30,10,1.2,11.7,1,0,1,1,0,0
1773,2011/3/6,灞桥区洪庆,518,23.3,430,30,8,0.7,9.1,1,0,1,1,0,0
1774,2019/7/29,鄠邑区蒋村,1619,27.8,252,40,15,0.7,27.5,3,0,0,0,0,0
1776,2015/8/21,临潼区骊山,401,42.9,578,31,29,0.9,51.4,1,1,1,1,0,0
1778,2017/8/13,周至县厚畛子,1682,40.1,273,67,18,0.8,17.4,5,0,1,0,0,0
1779,2016/9/4,灞桥区白鹿塬,567,17.2,8,80,9,0.9,14.1,1,0,0,0,0,0
1782,2010/7/11,鄠邑区祖庵,1905,35.8,175,54,4,1,21,5,1,0,0,0,0
1783,2020/9/19,长安区子午峪,1005,30.6,135,63,39,0.8,14.1,2,1,0,1,0,0
1787,2020/4/23,长安区沣峪,2226,33.6,85,93,2,0.8,43.1,2,0,0,0,0,0
1788,2021/8/1,蓝田县九间房,1371,34.6,108,63,25,1,15.8,3,0,1,0,0,0
1791,2018/11/7,临潼区零口,593,30,31,36,4,0.8,18.4,1,1,0,1,0,0
1792,2022/9/17,雁塔区杜城,369,17,908,56,6,0.6,19.2,0,0,0,0,0,0
1794,2019/8/20,鄠邑区玉蝉,1508,28.1,265,40,38,1.1,35.4,5,0,0,0,0,0
1797,2023/6/21,雁塔区电子城,347,11.9,594,30,40,0.9,23.3,1,0,0,0,0,0
1799,2011/10/26,长安区引镇,2288,34.2,502,40,24,1,70,3,1,0,0,0,0
1803,2012/8/8,临潼区骊山,766,39.9,125,61,0,0.8,72,2,1,1,0,0,0
1805,2016/7/16,周至县马召,1272,30.5,103,77,28,0.6,12.6,0,0,0,0,0,0
1806,2013/8/5,长安区子午峪,1042,50,169,93,7,0.6,13.6,2,0,1,1,0,0
1808,2023/6/5,长安区小峪,942,26.3,55,62,9,1.2,7.9,2,0,0,0,0,0
1809,2018/8/14,雁塔区杜城,760,21.2,262,40,17,0.9,26.2,0,0,1,0,0,1
1811,2010/7/20,灞桥区洪庆,765,20.4,287,49,30,0.9,8.9,1,0,0,0,0,0
1812,2012/7/1,周至县板房子,1183,20,252,44,32,1,21.3,3,1,1,1,0,1
1815,2010/11/7,长安区小峪,1556,50,69,40,15,1,41,3,1,0,1,0,0
1816,2015/8/5,鄠邑区祖庵,1555,40.7,4,81,27,0.6,11.8,5,1,1,1,0,0
1817,2017/7/20,周至县厚畛子,1178,23.9,185,52,38,0.7,26.7,0,0,0,0,0,0
1819,2023/10/23,灞桥区洪庆,571,19.8,199,30,34,0.6,28.8,1,0,0,0,0,0
1820,2022/7/4,蓝田县葛牌,1920,31.7,688,40,6,0.9,28.6,5,1,1,1,0,0
1821,2016/9/1,雁塔区杜城,556,17.2,42,30,19,1.1,32,1,0,1,0,0,0
1822,2019/5/3,长安区蒿沟,1610,22.5,108,65,5,0.8,19.1,2,0,1,1,0,0
1824,2011/2/28,鄠邑区祖庵,2164,49,340,48,3,0.6,5.7,5,0,1,0,0,0
1828,2013/8/27,未央区谭家,532,13.3,1096,30,32,0.9,18.8,1,0,1,1,0,0
1829,2014/8/6,灞桥区洪庆,883,25.9,849,78,8,1.2,26.1,1,1,0,1,0,0
1830,2021/9/9,高陵区通远,953,27.8,118,30,8,0.6,48.6,4,0,0,0,0,1
1835,2011/9/5,鄠邑区甘河,819,35.1,99,95,30,0.9,20.6,4,0,1,0,0,0
1836,2013/8/27,临潼区代王,387,44.6,356,30,20,1,31.1,0,1,1,1,0,0
1838,2020/10/18,灞桥区洪庆,968,20,75,44,14,1.1,15.7,1,1,1,1,0,0
1840,2012/5/8,鄠邑区甘河,1860,33.3,78,60,37,0.8,40,4,1,0,1,0,0
1841,2016/8/19,周至县马召,2084,43.2,1088,95,28,0.6,7.1,5,0,0,0,0,0
1843,2015/9/18,长安区蒿沟,1797,44,56,85,24,0.6,64,0,0,1,0,0,0
1845,2017/8/11,临潼区斜口,605,44.9,192,41,13,0.7,22.3,0,1,1,1,0,0
1846,2018/5/11,周至县马召,1543,47.8,226,95,36,1.1,8.5,0,0,1,1,0,0
1848,2022/8/23,灞桥区洪庆,829,16.7,105,55,33,0.8,13.1,1,0,1,0,0,0
1849,2022/3/8,长安区太乙宫,972,28.2,476,94,16,1.2,39.4,3,0,1,1,0,1
1850,2015/7/29,阎良区武屯,427,18.6,64,69,1,1,46,4,0,1,0,0,0
1851,2022/5/18,周至县厚畛子,1448,35.4,2,77,2,0.7,40,5,1,1,1,0,0
1852,2014/7/27,周至县板房子,869,29.3,362,85,10,0.6,21.8,5,0,0,0,0,0
1855,2012/9/7,鄠邑区甘河,1735,36.3,18,77,2,0.8,17.3,0,0,1,0,0,0
1856,2022/8/30,长安区小峪,1898,41.6,414,63,33,0.9,16,2,1,0,0,0,0
1858,2010/8/18,长安区子午峪,1682,31,656,83,32,0.7,7,2,1,0,0,0,0
1859,2011/3/16,周至县马召,1522,38.8,35,95,30,1.1,32,0,1,0,0,0,0
1860,2021/7/26,灞桥区狄寨,903,17,433,55,23,1,11,1,0,0,0,0,0
1862,2023/12/22,鄠邑区蒋村,1354,27.1,644,85,3,0.8,12.1,0,0,0,0,0,0
1863,2020/11/19,蓝田县蓝关,1621,39.7,1500,90,0,0.6,29,2,1,0,0,0,0
1865,2023/12/5,周至县厚畛子,1797,22.4,286,95,27,1,5,0,0,1,0,0,0
1866,2018/7/26,长安区子午峪,1193,30.9,626,67,8,0.6,17.6,2,0,0,0,0,0
1867,2017/7/24,鄠邑区涝峪,2439,32.9,85,63,19,0.6,40,0,0,0,0,0,0
1869,2023/5/8,长安区蒿沟,2469,41.1,78,92,33,0.8,14.3,2,1,0,1,0,0
1870,2014/10/28,周至县板房子,2148,22.7,238,69,24,0.7,35,4,0,1,1,0,0
1871,2023/11/3,长安区小峪,2012,33.2,847,42,21,0.6,12.7,0,1,0,0,0,0
1872,2015/7/21,临潼区斜口,481,36.2,61,30,13,1.1,15.6,1,0,1,0,0,0
1873,2022/8/3,高陵区鹿苑,717,19,103,49,16,1.1,23.1,4,0,1,0,0,0
1874,2020/8/4,周至县广济,1544,32.3,857,79,11,0.6,23.1,3,0,1,0,0,0
1875,2013/7/21,蓝田县蓝关,1180,30.7,662,88,9,0.7,7.1,2,0,0,0,0,0
1876,2010/7/22,灞桥区席王,765,10,62,30,6,1.2,30.3,1,0,1,1,0,1
1877,2018/7/8,未央区六村堡,600,16.5,638,57,37,1.2,20,1,0,0,0,0,0
1878,2014/9/14,鄠邑区祖庵,1227,47.8,3,84,26,0.7,12,5,1,0,0,0,0
1881,2012/7/23,鄠邑区祖庵,1716,32.4,24,86,28,1.2,29.7,3,1,1,1,0,0
1882,2018/6/2,长安区子午峪,1231,45,407,45,34,1.2,16,2,1,1,1,0,0
1883,2021/7/23,灞桥区狄寨,511,21,830,66,40,0.9,32.9,1,0,0,0,0,0
1884,2010/8/15,蓝田县九间房,1982,45.6,179,81,4,1.2,15.3,2,0,0,0,0,0
1886,2012/6/14,灞桥区洪庆,404,16.2,405,62,10,0.7,10.5,1,0,0,0,0,0
1887,2021/8/12,周至县王家河,2474,28,167,60,1,1.1,80,0,0,0,0,0,0
1889,2012/9/21,雁塔区电子城,581,21.3,514,30,34,0.6,28.3,0,1,0,0,0,0
1890,2016/7/18,蓝田县玉川,1365,38.1,1,88,34,0.8,30.2,0,0,1,0,0,0
1891,2017/10/31,长安区引镇,2187,29.4,360,62,8,1.1,16,0,0,0,0,0,0
1893,2014/6/24,雁塔区曲江,352,21.4,729,38,2,0.6,24.8,1,1,0,0,0,1
1894,2014/10/13,长安区太乙宫,1729,24.4,410,84,10,1.2,46.2,0,0,1,1,0,0
1896,2023/10/3,长安区小峪,1874,35.6,39,57,18,0.9,15.2,0,1,0,0,0,0
1897,2019/9/4,周至县广济,1166,22.3,360,74,13,0.8,22.2,5,0,1,1,0,0
1905,2013/9/1,鄠邑区蒋村,2212,24.8,181,68,40,0.7,8.9,0,0,0,0,0,0
1907,2010/7/28,周至县板房子,2260,31.3,62,84,11,1,10.7,3,0,0,0,0,0
1908,2023/9/7,未央区谭家,386,24.4,119,53,16,0.8,8.9,1,0,0,0,0,1
1909,2016/7/18,临潼区斜口,611,44.7,511,30,23,0.7,32.1,1,1,0,1,0,1
1910,2017/10/14,周至县厚畛子,2187,46.6,187,40,25,0.6,19,5,0,0,0,0,0
1911,2015/8/23,蓝田县葛牌,1437,22,271,71,37,1,9.1,0,0,1,0,0,0
1914,2014/9/24,蓝田县汤峪,1758,33,266,40,21,0.7,5,5,1,0,0,0,0
1915,2023/8/26,鄠邑区涝峪,1308,29.5,586,85,21,0.7,15.4,0,0,1,0,0,0
1917,2023/7/23,鄠邑区涝峪,1055,36,448,79,26,0.7,34.3,0,0,0,0,0,0
1919,2017/7/11,高陵区鹿苑,421,24.8,88,33,0,0.8,15.3,4,1,1,1,0,1
1920,2016/8/1,鄠邑区玉蝉,1156,22.3,160,42,25,0.9,44,3,0,1,1,0,0
1921,2019/8/9,长安区沣峪,1992,38.3,104,80,5,0.7,18.6,0,0,0,0,0,0
1922,2016/9/24,鄠邑区蒋村,1362,38.9,116,95,3,0.9,15.8,3,1,1,1,0,0
1924,2016/8/1,阎良区武屯,984,16.3,903,41,0,0.6,24.3,2,1,0,1,0,0
1931,2020/7/5,蓝田县玉川,1427,38.9,37,85,2,0.7,17.5,5,0,1,0,0,0
1932,2018/8/26,周至县板房子,1950,43.4,922,63,11,1.1,35.6,4,1,1,1,0,0
1934,2011/8/24,周至县马召,2063,28.7,1500,74,14,0.6,15.6,0,0,0,0,0,0
1938,2023/7/15,鄠邑区蒋村,2166,37.7,218,62,1,0.9,42.5,5,0,1,1,0,0
1939,2016/9/9,周至县厚畛子,1054,26.9,646,63,31,1.1,20.5,0,0,0,0,0,0
1940,2019/5/11,长安区沣峪,2117,37.8,265,87,34,1.1,16.7,2,0,1,0,0,0
1941,2012/7/24,蓝田县九间房,2443,37.7,535,83,34,1,12.1,5,0,0,0,0,0
1945,2013/7/28,灞桥区狄寨,840,16.7,801,41,37,0.7,32,1,0,0,0,0,0
1946,2017/12/30,灞桥区席王,540,13.9,58,48,34,0.7,11.8,1,1,1,1,0,0
1952,2023/6/1,周至县板房子,1747,22.4,111,87,18,1.2,40,3,0,0,0,0,0
1953,2011/7/2,灞桥区白鹿塬,791,19.8,285,53,11,0.9,11.2,1,0,1,1,0,0
1954,2018/7/18,临潼区骊山,332,36.7,78,55,26,0.6,9.8,1,0,1,0,0,1
