编号,发生时间,区域,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,最大小时雨强(mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
3209,2010/9/19,雁塔区曲江,469,18.4,216,54,29,1,58,1,0,0,0,0,1
3210,2014/8/22,周至县马召,1265,44.4,323,93,41,2.4,34.2,5,1,1,1,1,0
3211,2023/8/24,长安区子午峪,1345,28.4,166,65,40,4.3,18.6,3,0,0,0,1,0
3212,2011/8/18,长安区小峪,1194,38.9,212,91,20,1.2,33.3,2,1,0,0,0,0
3213,2014/8/6,灞桥区白鹿塬,624,19.3,28,55,17,1,34,1,0,0,0,0,0
3214,2017/7/6,周至县王家河,1091,43.5,91,83,33,4.1,16.1,3,1,1,1,1,0
3215,2015/9/29,蓝田县蓝关,1457,34.2,804,89,29,5.4,10.7,0,0,0,0,0,1
3216,2014/7/15,鄠邑区玉蝉,2180,46.4,867,93,25,7.5,6.7,3,1,1,1,0,0
3217,2011/8/15,临潼区骊山,707,36.4,213,51,45,7.5,12,1,1,0,0,0,0
3218,2014/7/10,未央区谭家,564,35,387,34,15,2.2,13.6,1,1,1,1,1,1
3219,2022/8/6,灞桥区洪庆,663,17.4,585,30,36,2.2,32.7,1,0,0,0,0,0
3220,2014/7/17,鄠邑区祖庵,2009,37.1,397,94,20,1.1,36.4,5,1,0,0,0,0
3221,2013/8/30,周至县王家河,815,24.1,14,83,23,1.8,25.6,4,0,0,0,1,0
3222,2022/9/10,蓝田县汤峪,880,36.6,365,90,20,1.8,22.2,3,0,1,0,0,0
3223,2015/11/1,长安区引镇,1790,40.1,43,84,53,15.4,6.9,2,1,1,1,1,0
3224,2014/8/5,灞桥区狄寨,794,20.7,20,45,10,2.1,9.5,1,0,1,1,1,0
3225,2013/7/8,灞桥区洪庆,644,13.3,97,52,18,1.5,24,1,0,0,0,0,0
3226,2018/5/28,长安区沣峪,1790,34.1,33,40,25,4.6,10.9,0,1,1,1,0,0
3227,2023/10/19,周至县厚畛子,1337,22.4,187,49,70,5.3,26.4,3,0,1,0,1,0
3228,2012/5/20,长安区蒿沟,1693,22.2,72,40,22,1.2,36.7,3,0,0,0,1,0
3229,2010/5/30,鄠邑区甘河,1552,37.3,213,67,20,1.6,25,3,0,1,0,0,0
3230,2018/7/2,周至县厚畛子,1469,24.6,271,95,41,6.2,13.2,0,0,0,0,0,0
3231,2017/9/16,长安区引镇,1374,31.1,141,55,36,3.4,21.2,2,1,0,0,0,0
3232,2017/8/30,鄠邑区玉蝉,2006,42.3,319,95,20,1.5,26.7,0,1,1,1,1,0
3233,2014/8/27,周至县厚畛子,968,27.9,190,43,42,3.6,23.3,5,0,1,0,0,0
3234,2019/6/23,鄠邑区蒋村,2346,41.4,67,40,27,3.4,15.9,5,1,1,1,0,0
3235,2016/9/12,高陵区耿镇,571,24.7,93,56,25,2.5,20,4,0,0,0,0,0
3236,2015/11/3,周至县厚畛子,2216,50,197,61,64,4.7,27.2,5,1,1,1,1,0
3237,2020/8/27,高陵区耿镇,593,19.4,326,80,20,1.9,21.1,4,0,1,1,1,0
3238,2016/10/4,鄠邑区蒋村,910,33.4,337,95,20,5.2,7.7,5,0,1,1,1,1
3239,2015/8/19,鄠邑区蒋村,925,43.9,102,40,21,1,42,3,0,1,1,1,0
3240,2011/9/1,雁塔区电子城,322,14.7,490,30,17,1.2,28.3,1,1,0,1,1,1
3241,2021/10/13,阎良区新兴,339,20.7,282,30,29,2.3,25.2,2,0,1,1,0,0
3242,2021/7/2,长安区子午峪,825,34,301,68,41,4,20.5,0,1,1,1,0,0
3243,2013/5/18,长安区小峪,1798,33.5,66,56,20,6.7,6,3,1,0,1,1,0
3244,2018/2/9,蓝田县玉川,2304,36.3,129,54,40,4.8,16.7,3,0,1,1,0,0
3245,2018/8/22,蓝田县蓝关,1173,39.7,2,79,28,1,56,0,1,1,1,1,0
3246,2023/6/17,雁塔区杜城,749,16.5,208,69,25,2.2,22.7,0,0,1,0,0,1
3247,2020/8/28,蓝田县九间房,2406,37.9,1265,51,22,3.4,12.9,3,0,0,0,0,0
3248,2015/7/7,鄠邑区涝峪,1223,23.5,1099,95,58,9.3,12.5,5,0,0,0,1,1
3249,2015/11/27,长安区小峪,2014,26.6,188,94,59,2.7,43.7,3,0,1,0,0,0
3250,2022/7/8,蓝田县九间房,2056,42.4,206,72,52,2.3,45.2,5,0,1,1,0,0
3251,2011/8/6,未央区六村堡,978,23.8,140,30,17,1.4,24.3,1,0,1,1,1,0
3252,2014/7/1,周至县马召,876,36.1,60,61,23,1,46,5,1,1,1,1,0
3253,2020/10/27,长安区引镇,965,35.8,53,95,20,1,40,0,1,1,1,0,0
3254,2022/8/19,阎良区关山,402,21.3,144,61,10,2.9,6.9,2,0,1,1,1,0
3255,2018/9/3,周至县马召,829,20,276,57,20,2.1,19,5,0,0,0,0,0
3256,2020/5/28,临潼区斜口,555,46.6,39,60,20,1,40,2,0,0,0,0,0
3257,2017/8/19,未央区六村堡,895,25.7,148,65,18,1,36,1,0,0,0,0,0
3258,2014/10/13,长安区太乙宫,1920,33.7,161,40,68,4.6,29.6,3,1,1,1,0,0
3259,2014/9/11,周至县王家河,1893,28,13,87,71,10.5,13.5,0,1,1,1,0,0
3260,2014/9/30,临潼区斜口,929,34.5,652,46,33,4.4,15,0,1,0,0,0,0
3261,2012/7/17,蓝田县玉川,1595,36.5,104,40,28,5.3,10.6,3,1,1,0,1,1
3262,2023/9/28,蓝田县蓝关,1459,27.3,671,62,23,3.1,14.8,5,0,0,0,0,0
3263,2018/11/21,长安区沣峪,2368,35.9,444,52,77,5,30.8,2,1,1,1,1,0
3264,2012/5/1,蓝田县葛牌,974,37.7,283,91,56,7.2,15.6,3,1,1,1,1,0
3265,2018/8/23,蓝田县汤峪,850,24.8,86,46,21,1.8,23.3,5,1,1,1,0,0
3266,2018/7/22,蓝田县蓝关,2069,25,5,40,28,2.4,23.3,2,1,0,0,1,0
3267,2022/9/2,长安区沣峪,1749,37.6,431,90,22,2.4,18.3,2,0,0,0,1,0
3268,2019/10/27,鄠邑区甘河,1623,46.8,414,55,43,7.5,11.5,3,1,0,0,0,0
3269,2022/8/24,蓝田县葛牌,1552,43.7,25,42,28,2.9,19.3,2,1,1,1,0,0
3270,2017/10/19,周至县马召,1009,35.5,14,40,30,3,20,0,0,0,0,0,0
3271,2019/7/5,雁塔区电子城,354,20.4,792,30,23,7.2,6.4,0,0,0,0,0,1
3272,2014/7/22,临潼区零口,596,37.6,27,68,93,12.3,15.1,1,1,1,1,0,1
3273,2023/6/5,未央区谭家,332,18.1,75,30,24,2.1,22.9,1,0,1,1,0,1
3274,2019/5/17,长安区蒿沟,1823,26.9,10,40,45,6.5,13.8,2,1,1,1,1,0
3275,2016/9/3,周至县王家河,1207,36,2,53,31,3.6,17.2,5,1,1,1,1,0
3276,2022/8/15,长安区子午峪,982,46.7,693,43,20,2.6,15.4,3,1,1,1,0,0
3277,2014/8/22,蓝田县葛牌,1902,36.3,279,91,31,4,15.5,3,0,0,0,0,0
3278,2013/9/25,雁塔区曲江,528,25.8,113,30,21,2.8,15,0,0,1,1,1,1
3279,2010/5/30,鄠邑区祖庵,1678,36.8,361,45,51,5.4,18.9,4,0,1,0,1,0
3280,2021/8/22,临潼区代王,317,26.3,75,60,90,13.6,13.2,1,1,1,0,1,1
3281,2022/6/25,长安区小峪,1937,37.5,111,95,29,2.1,27.6,3,0,0,0,0,0
3282,2012/8/11,蓝田县蓝关,1840,36.6,111,95,58,6.1,19,5,1,1,1,1,0
3283,2018/10/20,鄠邑区涝峪,2119,34.3,156,62,23,2.6,17.7,4,1,0,0,1,0
3284,2014/9/15,鄠邑区甘河,822,20,594,76,20,3.2,12.5,0,0,0,0,0,1
3285,2010/9/26,长安区蒿沟,2322,43.5,286,69,32,3.5,18.3,2,0,1,1,1,0
3286,2019/7/18,周至县厚畛子,1509,35.7,269,40,75,5.9,25.4,4,0,1,1,0,0
3287,2020/10/9,周至县王家河,2080,25.9,284,40,38,14.3,5.3,3,0,1,1,1,0
3288,2021/9/14,蓝田县葛牌,2417,30.1,220,79,26,2.7,19.3,0,1,1,0,0,0
3289,2022/7/21,周至县王家河,2114,38.7,434,52,24,2.1,22.9,4,1,1,1,0,0
3290,2016/9/19,灞桥区洪庆,772,12.4,63,59,34,1,68,1,1,0,0,0,0
3291,2010/8/5,周至县板房子,1154,35.2,192,40,75,4.6,32.6,0,1,1,0,0,0
3292,2020/3/25,未央区未央宫,339,20.5,878,30,19,1.2,31.7,1,0,0,0,1,1
3293,2010/9/5,周至县板房子,1180,20,148,83,23,1,46,4,1,0,1,1,0
3294,2015/7/28,周至县板房子,1462,47.3,424,66,47,4,23.5,3,1,1,1,0,0
3295,2020/9/14,蓝田县蓝关,2355,20,353,58,29,5.9,9.8,2,1,1,0,0,0
3296,2017/8/9,未央区未央宫,711,28.4,232,30,18,1.3,27.7,1,1,0,0,0,0
3297,2019/11/13,蓝田县汤峪,1996,41.3,168,66,27,3.9,13.8,3,1,0,1,0,0
3298,2021/10/6,周至县王家河,1231,33.9,263,95,20,5.9,6.8,3,1,1,0,1,0
3299,2022/5/7,长安区蒿沟,1454,38.6,56,68,97,5.7,34,0,1,1,1,1,1
3300,2023/7/12,长安区子午峪,1749,33.9,255,95,20,1,40,0,1,1,1,1,0
3301,2019/8/16,周至县广济,1308,36.5,132,40,20,5.4,7.4,3,1,1,1,1,1
3302,2014/6/28,长安区子午峪,2166,31.5,204,60,24,4.9,9.8,3,1,1,1,0,0
3303,2022/3/26,长安区太乙宫,2030,26.8,267,85,25,3.1,16.1,2,0,0,0,0,0
3304,2016/9/25,蓝田县葛牌,1017,28.3,338,65,49,3.7,26.5,5,0,1,0,0,0
3305,2019/8/3,长安区引镇,2417,39.7,630,40,43,2.9,29.7,0,1,1,1,0,0
3306,2021/9/30,鄠邑区祖庵,2314,21.4,49,40,21,2.7,15.6,5,1,1,1,1,1
3307,2021/6/23,鄠邑区祖庵,2432,20,233,73,24,5,9.6,0,0,1,0,0,0
3308,2013/10/23,长安区子午峪,2412,26.8,12,87,27,2.4,22.5,2,0,1,0,0,1
3309,2022/4/7,雁塔区电子城,864,19.2,563,54,14,1.5,18.7,1,1,0,1,0,0
3310,2021/9/11,长安区小峪,1481,36.1,84,74,34,1.2,56.7,2,1,0,0,0,0
3311,2020/7/20,鄠邑区涝峪,1102,39,209,40,46,2.3,40,0,1,1,1,1,0
3312,2018/9/23,鄠邑区祖庵,1211,34.6,790,64,20,3.8,10.5,0,1,1,1,1,0
3313,2011/6/14,临潼区零口,881,34.7,48,33,21,2.6,16.2,1,1,1,1,0,0
3314,2014/8/9,未央区六村堡,399,18.7,536,44,13,1,26,1,1,0,0,1,0
3315,2013/9/22,临潼区零口,684,36.3,616,30,44,12.1,7.3,1,0,0,0,0,0
3316,2015/8/16,鄠邑区甘河,1864,28.8,159,85,42,6.3,13.3,4,0,0,0,1,0
3317,2016/7/25,临潼区代王,465,33.3,149,72,32,5,12.8,2,1,1,1,1,1
3318,2014/7/6,蓝田县汤峪,1147,39.8,117,83,21,2.1,20,0,0,1,1,1,0
3319,2023/9/21,周至县王家河,850,32.8,124,78,65,3.8,34.2,4,1,1,0,0,0
3320,2013/9/13,长安区小峪,1305,26.5,519,63,100,19.7,10.2,0,0,0,0,1,1
3321,2012/8/6,临潼区骊山,730,28.2,437,30,61,6.4,19.1,0,0,1,0,0,0
3322,2010/7/29,蓝田县蓝关,2244,20,127,85,64,3.6,35.6,0,0,1,0,1,0
3323,2018/7/27,周至县广济,885,29.3,54,81,29,1,58,0,0,1,0,0,0
3324,2012/9/16,临潼区骊山,793,27.2,478,30,33,1.3,50.8,1,0,0,0,1,0
3325,2014/9/24,周至县厚畛子,1810,31.6,310,40,33,1.8,36.7,5,1,1,1,1,0
3326,2017/12/27,高陵区鹿苑,610,23.1,2,30,19,5.7,6.7,4,1,1,1,1,0
3327,2023/7/14,阎良区武屯,889,14.6,553,44,23,8.7,5.3,4,1,0,0,0,0
3328,2010/3/5,临潼区骊山,385,29.1,280,53,56,4.2,26.7,2,0,0,0,0,0
3329,2013/6/22,临潼区骊山,469,22.8,414,42,46,2.6,35.4,1,0,1,0,1,0
3330,2012/10/13,鄠邑区涝峪,1223,43.8,261,82,28,1,56,5,0,0,0,0,0
3331,2023/7/14,灞桥区洪庆,340,20.8,576,30,17,1,34,1,1,0,0,0,1
3332,2012/5/1,周至县马召,1401,22.8,122,80,26,2.7,19.3,5,0,0,0,0,0
3333,2011/6/7,长安区蒿沟,1522,37.3,59,44,36,3.8,18.9,3,0,1,1,1,0
3334,2021/9/22,灞桥区狄寨,881,24.5,238,42,15,2.3,13,1,0,1,1,0,0
3335,2014/8/18,鄠邑区蒋村,806,35.4,214,92,76,7.5,20.3,3,1,1,1,1,0
3336,2015/9/6,灞桥区洪庆,676,27.4,82,52,33,10.6,6.2,1,1,0,1,0,0
3337,2012/9/23,阎良区武屯,401,16.7,882,69,14,1,28,1,1,0,1,1,1
3338,2012/7/10,周至县广济,1139,50,4,70,38,4.1,18.5,5,1,0,0,1,0
3339,2020/7/20,周至县板房子,1931,46.4,154,95,47,2.8,33.6,3,1,1,1,1,0
3340,2012/7/9,灞桥区洪庆,311,27,767,30,10,1,20,1,0,1,0,1,0
3341,2017/7/4,阎良区关山,507,17.5,122,38,30,7.4,8.1,1,0,1,1,1,0
3342,2014/5/26,周至县马召,950,23.8,269,48,24,4,12,3,0,1,0,0,0
3343,2016/9/3,鄠邑区蒋村,864,35.8,175,67,72,2.4,60,4,0,1,1,1,0
3344,2021/7/6,周至县广济,1598,39.8,466,64,50,30.4,5,4,0,0,0,0,1
3345,2013/8/5,蓝田县玉川,1097,35.9,42,62,20,1.3,30.8,0,1,0,1,1,0
3346,2023/7/28,周至县板房子,2367,30.6,82,81,28,3.1,18.1,3,0,1,0,0,0
3347,2020/9/11,蓝田县蓝关,1720,43.8,215,90,51,6.5,15.7,5,1,1,0,1,0
3348,2014/9/20,长安区引镇,1047,48.4,1500,89,20,1.3,30.8,0,0,0,0,0,0
3349,2022/9/10,鄠邑区玉蝉,2280,41.6,167,94,20,2.5,16,0,1,1,1,0,0
3350,2021/8/12,长安区沣峪,2073,29.3,1,46,30,1.7,35.3,0,0,0,0,1,0
3351,2022/9/29,周至县厚畛子,1018,48.2,305,53,20,5.2,7.7,5,0,1,1,0,0
3352,2012/7/11,长安区引镇,2365,33,317,75,20,1.1,36.4,2,0,1,0,0,0
3353,2017/10/25,周至县广济,1451,38.4,67,49,44,5.4,16.3,3,1,0,0,0,0
3354,2021/9/16,鄠邑区蒋村,1789,37.9,544,40,20,2.5,16,3,0,1,0,0,0
3355,2017/7/16,雁塔区杜城,785,13.3,420,59,23,2.4,19.2,1,0,0,0,1,1
3356,2017/9/2,高陵区通远,416,24.5,116,49,23,2.6,17.7,4,0,1,0,1,0
3357,2017/8/24,灞桥区狄寨,824,14.8,474,30,23,4,11.5,1,0,1,1,1,0
3358,2011/8/17,周至县广济,1532,37.6,324,54,67,6.9,19.4,0,1,1,1,1,0
3359,2011/9/1,未央区谭家,897,15.5,256,31,20,2.4,16.7,1,1,1,0,1,1
3360,2021/6/8,蓝田县玉川,868,33.1,847,60,41,2.4,34.2,2,0,1,1,0,0
3361,2021/10/21,高陵区耿镇,630,18.4,425,60,11,1,22,1,0,0,0,0,0
3362,2014/7/12,蓝田县九间房,1125,26.7,14,54,20,1.2,33.3,3,0,1,1,0,0
3363,2016/4/25,临潼区斜口,527,37.7,425,80,30,3.8,15.8,0,0,0,0,0,0
3364,2010/9/6,周至县王家河,2076,35.3,793,50,42,4.3,19.5,5,1,0,0,0,0
3365,2020/9/30,蓝田县蓝关,991,29,579,40,45,4.1,22,5,1,0,0,0,0
3366,2019/10/15,雁塔区电子城,302,25.5,513,79,11,1.6,13.8,1,0,0,0,0,1
3367,2022/6/1,长安区太乙宫,1007,27,377,64,20,2,20,3,1,0,1,1,0
3368,2010/8/11,灞桥区席王,371,16.9,28,30,11,1.7,12.9,1,1,1,0,0,0
3369,2010/9/1,长安区沣峪,2115,40.4,319,50,32,1.4,45.7,3,1,0,0,0,0
3370,2023/10/28,灞桥区狄寨,904,12.9,299,67,24,3.5,13.7,1,0,0,0,0,0
3371,2017/12/29,蓝田县蓝关,952,32,564,81,75,4.6,32.6,3,1,0,1,1,0
3372,2013/5/4,临潼区斜口,564,38.6,1443,30,32,7.3,8.8,1,1,1,1,0,0
3373,2016/7/15,鄠邑区甘河,1306,20,80,71,90,14.1,12.8,5,0,1,1,1,0
3374,2019/5/13,长安区子午峪,2217,47.7,324,52,21,1.4,30,3,1,0,0,0,0
3375,2011/9/5,蓝田县玉川,1453,36.6,614,40,47,13.9,6.8,2,1,1,1,1,0
3376,2018/9/8,鄠邑区涝峪,1896,35.5,58,58,53,12.3,8.6,5,0,0,0,1,1
3377,2022/8/2,未央区六村堡,303,20.5,771,32,18,3.1,11.6,1,1,1,1,1,1
3378,2020/7/22,周至县王家河,1029,27.5,241,40,100,8.7,23,4,1,1,1,0,1
3379,2022/5/20,蓝田县玉川,2403,37.3,91,95,54,1.6,67.5,3,1,0,0,1,0
3380,2010/8/28,蓝田县九间房,2315,30.2,326,94,20,1.1,36.4,5,0,0,0,0,0
3381,2021/8/8,灞桥区狄寨,952,16,192,43,25,4,12.5,1,1,0,0,1,0
3382,2019/9/23,临潼区零口,671,27.6,378,43,33,4,16.5,0,1,0,1,1,0
3383,2014/9/12,周至县马召,1552,23,38,94,20,1.5,26.7,3,1,0,0,0,0
3384,2018/9/21,鄠邑区涝峪,949,43.1,874,79,25,9.2,5.4,0,0,0,0,1,0
3385,2023/7/17,周至县马召,2103,36.9,61,91,29,2.4,24.2,5,0,0,0,0,0
3386,2019/9/29,鄠邑区祖庵,1727,34.1,92,93,20,2.2,18.2,4,1,1,1,1,0
3387,2013/11/21,长安区沣峪,1893,26.4,332,86,39,5.7,13.7,2,1,1,1,1,0
3388,2011/7/4,灞桥区狄寨,533,21.8,41,30,14,1.1,25.5,1,1,1,0,0,0
3389,2017/9/1,临潼区斜口,460,39,23,43,26,2,26,2,1,1,1,0,0
3390,2017/6/29,未央区六村堡,835,21.2,395,32,20,1,40,1,0,1,1,0,0
3391,2012/10/8,灞桥区白鹿塬,796,18,89,39,54,4.1,26.3,1,0,1,0,0,0
3392,2013/10/9,鄠邑区涝峪,1137,29.2,266,77,20,1.4,28.6,4,0,0,0,0,0
3393,2017/7/19,蓝田县玉川,1246,20,97,95,28,1.8,31.1,0,0,0,0,0,0
3394,2020/8/5,灞桥区席王,727,20.4,101,49,18,1,36,1,1,0,0,1,0
3395,2019/7/23,长安区太乙宫,2328,33.6,2,95,20,2.2,18.2,3,0,0,0,0,0
3396,2017/9/13,灞桥区洪庆,867,15,39,30,12,2.4,10,1,0,0,0,1,0
3397,2022/8/3,未央区谭家,801,18.3,25,64,20,1.7,23.5,1,0,0,0,1,0
3398,2019/8/15,长安区小峪,1828,21.4,1182,73,35,3.5,20,0,0,0,0,0,0
3399,2012/9/3,灞桥区席王,623,17.5,536,51,27,5.2,10.4,1,0,0,0,0,0
3400,2016/8/27,周至县广济,1301,30,603,60,44,1.7,51.8,4,0,0,0,0,0
3401,2012/4/28,临潼区骊山,726,32.5,243,30,46,4,23,1,1,0,1,0,0
3402,2021/5/19,灞桥区白鹿塬,775,19.9,60,62,26,2.8,18.6,1,1,0,0,0,0
3403,2021/9/9,临潼区斜口,440,34.4,669,41,65,4.5,28.9,1,1,0,0,0,0
3404,2012/4/1,未央区未央宫,599,16.6,326,68,10,1,20,1,0,0,0,1,0
3405,2019/9/9,蓝田县玉川,1281,35.6,201,77,23,3.1,14.8,3,0,1,0,0,1
3406,2023/8/1,临潼区斜口,678,44.4,101,36,55,3.3,33.3,0,1,1,1,1,0
3407,2019/8/5,周至县广济,2491,30.5,376,86,115,11.2,20.5,4,0,0,0,0,0
3408,2012/6/27,周至县广济,2382,37,134,89,46,3.2,28.8,0,0,1,0,0,0
3409,2015/9/13,临潼区代王,953,32.3,82,63,63,9.5,13.3,0,0,1,1,1,0
3410,2020/10/29,长安区蒿沟,1438,40.7,244,55,84,16.1,10.4,2,1,1,0,0,0
3411,2015/9/3,周至县厚畛子,1063,20,39,93,43,6.2,13.9,4,0,1,0,0,0
3412,2018/8/12,周至县马召,2267,46.6,510,60,23,2.9,15.9,5,1,0,1,1,0
3413,2016/8/24,长安区子午峪,834,47.5,60,64,44,1.6,55,0,0,0,0,0,0
3414,2015/9/20,临潼区零口,888,22.4,279,30,20,2,20,0,1,1,1,1,0
3415,2016/9/23,长安区引镇,2450,50,251,47,22,1.3,33.8,2,1,0,0,0,0
3416,2018/12/5,阎良区关山,895,20.7,33,30,17,1,34,1,0,0,0,0,0
3417,2023/7/9,长安区引镇,1714,31.9,542,47,39,1.2,65,0,1,1,0,0,0
3418,2021/9/1,长安区子午峪,2479,43.1,1011,40,27,1.7,31.8,3,0,0,0,0,0
3419,2013/5/9,周至县厚畛子,2165,38.3,153,79,21,1.9,22.1,5,0,1,0,0,0
3420,2012/8/22,未央区谭家,366,31.3,923,30,29,3.7,15.7,1,1,0,0,0,1
3421,2018/7/30,灞桥区席王,675,17.5,601,65,10,1,20,1,0,0,0,0,0
3422,2011/6/11,雁塔区杜城,339,22.4,647,63,35,2.8,25,1,0,0,0,0,0
3423,2014/7/30,蓝田县玉川,1130,36.9,1095,74,40,15.9,5,3,1,0,1,1,1
3424,2016/7/8,长安区蒿沟,851,40,393,95,33,13.4,5,0,0,0,0,0,1
3425,2018/11/1,临潼区代王,443,31.9,571,30,20,4.5,8.9,1,1,0,0,0,0
3426,2012/9/13,高陵区通远,733,24.5,170,43,28,5.5,10.2,1,0,1,0,0,0
3427,2022/8/23,灞桥区席王,925,15.1,419,30,20,1.9,21.1,1,1,1,0,0,0
3428,2013/12/28,雁塔区电子城,633,19.2,84,39,21,3.8,11.1,1,1,0,0,0,0
3429,2019/7/13,临潼区斜口,813,29.7,58,71,28,6.7,8.4,0,0,0,0,0,0
3430,2017/7/12,长安区太乙宫,1846,41.1,103,84,22,1.4,31.4,3,1,0,1,0,0
3431,2011/9/4,鄠邑区蒋村,1457,47.7,780,88,22,1.7,25.9,0,0,0,0,0,0
3432,2017/10/24,雁塔区曲江,912,20.7,905,40,13,1.4,18.6,0,0,1,0,0,0
3433,2012/7/30,高陵区通远,833,19.9,111,30,18,2.5,14.4,4,0,1,1,1,0
3434,2015/10/9,长安区蒿沟,2113,31.1,968,69,41,1.6,51.2,0,0,0,0,0,0
3435,2016/6/4,周至县厚畛子,2163,41.9,290,63,22,3.3,13.3,0,0,0,0,0,0
3436,2015/6/29,周至县广济,2149,45.1,1173,74,40,3.5,22.9,3,0,0,0,0,0
3437,2018/7/25,长安区引镇,2079,20,220,65,38,3.1,24.5,0,0,0,0,1,0
3438,2013/2/10,周至县厚畛子,2414,37.1,504,95,61,10.6,11.5,5,0,0,0,1,1
3439,2021/8/4,鄠邑区涝峪,2340,41.3,97,40,43,4.5,19.1,0,1,1,1,1,0
3440,2017/9/16,鄠邑区祖庵,2090,35,35,62,100,10,20,3,1,1,0,0,1
3441,2016/6/7,长安区沣峪,1210,28.4,458,52,30,1.6,37.5,2,0,0,0,0,0
3442,2020/7/4,高陵区鹿苑,361,24.4,110,68,21,2.1,20,4,0,1,0,0,0
3443,2014/8/13,雁塔区杜城,726,15.8,253,30,15,1.4,21.4,0,0,1,0,0,0
3444,2015/7/5,蓝田县葛牌,1178,20,594,87,20,2.6,15.4,5,0,0,0,0,0
3445,2014/5/28,长安区蒿沟,1214,26,728,86,78,4.9,31.8,3,1,1,1,1,0
3446,2020/6/26,长安区蒿沟,1950,34.7,194,76,60,4.4,27.3,3,1,1,0,1,0
3447,2017/7/15,鄠邑区祖庵,868,38,1172,40,32,6.4,10,4,0,0,0,0,0
3448,2019/7/8,鄠邑区涝峪,820,25,471,78,74,4.1,36.1,4,0,1,1,1,1
3449,2018/10/8,长安区小峪,1899,21.6,340,67,37,6.3,11.7,2,0,0,0,0,0
3450,2020/5/16,鄠邑区祖庵,2289,35.4,27,40,48,4.6,20.9,3,0,1,1,0,0
3451,2011/12/19,阎良区新兴,855,17,41,37,16,1,32,1,0,0,0,0,0
3452,2012/9/19,阎良区关山,390,23.3,19,41,13,1.7,15.3,4,0,1,1,1,0
3453,2021/10/13,长安区子午峪,1538,46.5,193,42,20,1.2,33.3,3,1,1,1,1,0
3454,2010/4/16,长安区小峪,1960,35.4,41,86,42,3,28,3,1,0,1,0,0
3455,2014/7/17,高陵区鹿苑,970,18.7,156,36,24,1,48,1,1,1,1,0,1
3456,2012/6/10,蓝田县蓝关,1535,35.3,15,40,27,1.5,36,5,1,0,1,0,1
3457,2015/10/10,周至县广济,1967,42.5,249,80,51,3.3,30.9,5,0,1,0,1,0
3458,2020/9/28,周至县王家河,1547,28.8,818,95,72,2.8,51.4,4,1,1,1,0,0
3459,2018/7/26,未央区未央宫,533,17.1,229,30,38,4.2,18.1,1,0,1,1,0,0
3460,2023/8/14,周至县厚畛子,1599,28.1,1330,40,20,2.7,14.8,0,0,1,0,0,0
3461,2015/8/16,鄠邑区涝峪,2327,37.2,205,73,55,6.4,17.2,4,0,1,0,0,0
3462,2017/9/15,阎良区关山,716,22.9,707,55,12,2.3,10.4,4,0,0,0,0,0
3463,2013/7/13,蓝田县葛牌,1240,34.7,240,41,24,2,24,2,1,1,0,0,0
3464,2021/6/24,鄠邑区涝峪,877,25,32,55,60,2.9,41.4,4,1,1,0,1,0
3465,2014/8/23,蓝田县玉川,1707,50,1315,76,56,6.5,17.2,2,1,0,1,1,0
3466,2010/7/3,蓝田县玉川,1705,27.8,130,69,38,2.4,31.7,3,0,1,0,0,0
3467,2016/9/11,雁塔区杜城,365,25.1,104,30,14,1,28,1,1,0,1,0,1
3468,2014/10/21,鄠邑区祖庵,1178,40.2,641,40,28,4.7,11.9,3,1,1,1,0,0
3469,2018/8/6,蓝田县蓝关,1255,27.9,83,40,32,2.2,29.1,2,1,1,1,1,0
3470,2019/8/26,阎良区武屯,952,23.6,468,40,15,1,30,1,1,0,1,1,0
3471,2010/7/20,蓝田县汤峪,937,29.9,146,88,40,4.6,17.4,2,0,1,0,0,0
3472,2012/7/6,未央区六村堡,776,24.1,199,42,24,2.3,20.9,1,1,1,1,1,1
3473,2016/9/30,未央区未央宫,986,26.2,581,30,19,1.8,21.1,1,1,1,0,0,0
3474,2016/2/8,蓝田县汤峪,1868,32.6,131,62,24,3,16,5,1,0,1,1,0
3475,2011/9/23,灞桥区洪庆,699,11.9,82,30,25,2.6,19.2,1,0,0,0,0,0
3476,2010/10/3,长安区蒿沟,2019,38.3,769,40,71,8.1,17.5,0,0,0,0,0,0
3477,2016/9/21,鄠邑区蒋村,1397,34.8,129,80,32,1.6,40,4,0,1,0,1,1
3478,2017/12/23,蓝田县玉川,1863,32.8,56,87,20,3,13.3,3,1,0,1,1,0
3479,2013/8/21,临潼区代王,460,32.6,35,30,20,1,40,2,1,1,0,1,0
3480,2018/3/21,周至县厚畛子,1848,28.4,72,69,21,1.7,24.7,4,0,1,1,1,0
3481,2019/11/10,阎良区武屯,508,25,158,30,21,2.1,20,2,0,1,1,0,0
3482,2016/3/10,雁塔区电子城,936,26.4,479,30,11,3.7,5.9,0,0,1,1,0,0
3483,2020/11/11,鄠邑区蒋村,2043,28,96,42,40,3,26.7,4,1,0,1,0,1
3484,2013/8/6,蓝田县蓝关,2181,38.3,370,71,42,2.8,30,3,0,1,0,0,1
3485,2021/7/17,周至县厚畛子,2133,33.6,272,63,35,4,17.5,0,0,1,1,1,0
